商品ID,日付,販売個数
26,2015-10,200
26,2015-11,230
26,2015-12,1092
26,2016-01,1049
26,2016-02,460
26,2016-03,510
26,2016-04,570
26,2016-05,510
26,2016-06,1158
26,2016-07,520
26,2016-08,500
26,2016-09,580
26,2016-10,510
26,2016-11,580
26,2016-12,2133
26,2017-01,1267
26,2017-02,480
26,2017-03,570
26,2017-04,640
26,2017-05,580
26,2017-06,550
26,2017-07,520
26,2017-08,500
26,2017-09,580
26,2017-10,510
26,2017-11,1267
26,2017-12,2500
26,2018-01,610
26,2018-02,470
26,2018-03,640
26,2018-04,450
26,2018-05,1507
26,2018-06,550
26,2018-07,1103
26,2018-08,500
26,2018-09,1071
26,2018-10,460
26,2018-11,1202
26,2018-12,2163
26,2019-01,630
26,2019-02,510
26,2019-03,630
26,2019-04,400
26,2019-05,1857
26,2019-06,1267
26,2019-07,610
26,2019-08,500
26,2019-09,750
26,2019-10,730
27,2010-01,351
27,2010-02,307
27,2010-03,333
27,2010-04,513
27,2010-05,904
27,2010-06,652
27,2010-07,1208
27,2010-08,1144
27,2010-09,730
27,2010-10,762
27,2010-11,758
27,2010-12,1642
27,2011-01,647
27,2011-02,1192
27,2011-03,705
27,2011-04,1094
27,2011-05,634
27,2011-06,650
27,2011-07,688
27,2011-08,716
27,2011-09,639
27,2011-10,1239
27,2011-11,703
27,2011-12,1484
27,2012-01,815
27,2012-02,506
27,2012-03,515
27,2012-04,525
27,2012-05,842
27,2012-06,635
27,2012-07,624
27,2012-08,618
27,2012-09,639
27,2012-10,613
27,2012-11,452
27,2012-12,818
27,2013-01,399
27,2013-02,433
27,2013-03,421
27,2013-04,410
27,2013-05,428
27,2013-06,759
27,2013-07,479
27,2013-08,762
27,2013-09,443
27,2013-10,539
27,2013-11,414
27,2013-12,921
27,2014-01,429
27,2014-02,346
27,2014-03,824
27,2014-04,425
27,2014-05,387
27,2014-06,467
27,2014-07,1008
27,2014-08,587
27,2014-09,611
27,2014-10,731
27,2014-11,728
27,2014-12,942
27,2015-01,782
27,2015-02,374
27,2015-03,416
27,2015-04,832
27,2015-05,477
27,2015-06,429
27,2015-07,417
27,2015-08,391
27,2015-09,410
27,2015-10,417
27,2015-11,433
27,2015-12,584
27,2016-01,585
27,2016-02,325
27,2016-03,362
27,2016-04,698
27,2016-05,750
27,2016-06,709
27,2016-07,477
27,2016-08,423
27,2016-09,715
27,2016-10,433
27,2016-11,408
27,2016-12,720
27,2017-01,379
27,2017-02,334
27,2017-03,691
27,2017-04,336
27,2017-05,541
27,2017-06,595
27,2017-07,591
27,2017-08,687
27,2017-09,399
27,2017-10,365
27,2017-11,366
27,2017-12,728
27,2018-01,361
27,2018-02,341
27,2018-03,556
27,2018-04,384
27,2018-05,398
27,2018-06,411
27,2018-07,432
27,2018-08,630
27,2018-09,382
27,2018-10,381
27,2018-11,372
27,2018-12,760
27,2019-01,333
27,2019-02,340
27,2019-03,354
27,2019-04,347
27,2019-05,350
27,2019-06,348
27,2019-07,612
27,2019-08,327
27,2019-09,328
27,2019-10,610
28,2010-01,30790
28,2010-02,36440
28,2010-03,49260
28,2010-04,8280
28,2010-05,8860
28,2010-06,17270
28,2010-07,7770
28,2010-08,7370
28,2010-09,14050
28,2010-10,12681
28,2010-11,7460
28,2010-12,20884
28,2011-01,7320
28,2011-02,13820
28,2011-03,44790
28,2011-04,3140
28,2011-05,9030
28,2011-06,8780
28,2011-07,2620
28,2011-08,7014
28,2011-09,5130
28,2011-10,3570
28,2011-11,2460
28,2011-12,7868
28,2012-01,3790
28,2012-02,9198
28,2012-03,31130
28,2012-04,920
28,2012-05,1910
28,2012-06,3300
28,2012-07,1450
28,2012-08,2320
28,2012-09,4440
28,2012-10,2610
28,2012-11,4741
28,2012-12,6642
28,2013-01,26809
28,2013-02,10790
28,2013-03,27550
28,2013-04,930
28,2013-05,660
28,2013-06,3740
28,2013-07,3540
28,2013-08,1660
28,2013-09,2300
28,2013-10,1691
28,2013-11,1190
28,2013-12,4503
28,2014-01,4982
28,2014-02,5403
28,2014-03,27210
28,2014-04,470
28,2014-05,1360
28,2014-06,8775
28,2014-07,1480
28,2014-08,660
28,2014-09,2270
28,2014-10,1120
28,2014-11,2410
28,2014-12,5575
28,2015-01,1840
28,2015-02,5250
28,2015-03,50380
28,2015-04,270
28,2015-05,3270
28,2015-06,2518
28,2015-07,2190
28,2015-08,1070
28,2015-09,2200
28,2015-10,1290
28,2015-11,1860
28,2015-12,3915
28,2016-01,2790
28,2016-02,12575
28,2016-03,67394
28,2016-04,640
28,2016-05,460
28,2016-06,1710
28,2016-07,2890
28,2016-08,3749
28,2016-09,2080
28,2016-10,1340
28,2016-11,3627
28,2016-12,4698
28,2017-01,1460
28,2017-02,4280
28,2017-03,26860
28,2017-04,770
28,2017-05,770
28,2017-06,3212
28,2017-07,880
28,2017-08,760
28,2017-09,5593
28,2017-10,770
28,2017-11,1801
28,2017-12,4723
28,2018-01,1710
28,2018-02,11143
28,2018-03,46829
28,2018-04,1507
28,2018-05,1945
28,2018-06,4040
28,2018-07,1103
28,2018-08,690
28,2018-09,8120
28,2018-10,770
28,2018-11,3190
28,2018-12,7868
28,2019-01,8914
28,2019-02,7691
28,2019-03,41590
28,2019-04,430
28,2019-05,2279
28,2019-06,5290
28,2019-07,1140
28,2019-08,580
28,2019-09,2330
28,2019-10,900
29,2010-01,284
29,2010-02,324
29,2010-03,325
29,2010-04,241
29,2010-05,274
29,2010-06,271
29,2010-07,290
29,2010-08,308
29,2010-09,382
29,2010-10,345
29,2010-11,574
29,2010-12,739
29,2011-01,318
29,2011-02,348
29,2011-03,673
29,2011-04,322
29,2011-05,573
29,2011-06,681
29,2011-07,365
29,2011-08,267
29,2011-09,365
29,2011-10,262
29,2011-11,262
29,2011-12,527
29,2012-01,279
29,2012-02,216
29,2012-03,239
29,2012-04,268
29,2012-05,210
29,2012-06,357
29,2012-07,485
29,2012-08,594
29,2012-09,354
29,2012-10,312
29,2012-11,739
29,2012-12,648
29,2013-01,443
29,2013-02,698
29,2013-03,403
29,2013-04,269
29,2013-05,292
29,2013-06,350
29,2013-07,336
29,2013-08,383
29,2013-09,418
29,2013-10,479
29,2013-11,383
29,2013-12,527
29,2014-01,336
29,2014-02,634
29,2014-03,356
29,2014-04,585
29,2014-05,264
29,2014-06,598
29,2014-07,644
29,2014-08,686
29,2014-09,657
29,2014-10,300
29,2014-11,283
29,2014-12,731
29,2015-01,498
29,2015-02,516
29,2015-03,302
29,2015-04,293
29,2015-05,184
29,2015-06,255
29,2015-07,239
29,2015-08,441
29,2015-09,358
29,2015-10,240
29,2015-11,616
29,2015-12,630
29,2016-01,268
29,2016-02,262
29,2016-03,306
29,2016-04,187
29,2016-05,233
29,2016-06,374
29,2016-07,192
29,2016-08,220
29,2016-09,325
29,2016-10,185
29,2016-11,232
29,2016-12,567
29,2017-01,234
29,2017-02,163
29,2017-03,240
29,2017-04,176
29,2017-05,197
29,2017-06,290
29,2017-07,305
29,2017-08,264
29,2017-09,310
29,2017-10,158
29,2017-11,210
29,2017-12,533
29,2018-01,262
29,2018-02,208
29,2018-03,203
29,2018-04,264
29,2018-05,184
29,2018-06,415
29,2018-07,190
29,2018-08,280
29,2018-09,320
29,2018-10,231
29,2018-11,404
29,2018-12,290
29,2019-01,195
29,2019-02,374
29,2019-03,248
29,2019-04,319
29,2019-05,145
29,2019-06,244
29,2019-07,221
29,2019-08,230
29,2019-09,279
29,2019-10,188
30,2010-01,9168
30,2010-02,13140
30,2010-03,18170
30,2010-04,23188
30,2010-05,20228
30,2010-06,14925
30,2010-07,24768
30,2010-08,12923
30,2010-09,17749
30,2010-10,18937
30,2010-11,18206
30,2010-12,25508
30,2011-01,10692
30,2011-02,20433
30,2011-03,15317
30,2011-04,19231
30,2011-05,17217
30,2011-06,16368
30,2011-07,15472
30,2011-08,14346
30,2011-09,16566
30,2011-10,20001
30,2011-11,20098
30,2011-12,29106
30,2012-01,8377
30,2012-02,9601
30,2012-03,19825
30,2012-04,9280
30,2012-05,10734
30,2012-06,27709
30,2012-07,14313
30,2012-08,13046
30,2012-09,15532
30,2012-10,14356
30,2012-11,10403
30,2012-12,7851
30,2013-01,10203
30,2013-02,10246
30,2013-03,13319
30,2013-04,11946
30,2013-05,9392
30,2013-06,19222
30,2013-07,15766
30,2013-08,8134
30,2013-09,9187
30,2013-10,9314
30,2013-11,7606
30,2013-12,11582
30,2014-01,3567
30,2014-02,5040
30,2014-03,4613
30,2014-04,9257
30,2014-05,8027
30,2014-06,9146
30,2014-07,5514
30,2014-08,7314
30,2014-09,6705
30,2014-10,6664
30,2014-11,8646
30,2014-12,9976
30,2015-01,1926
30,2015-02,1878
30,2015-03,2617
30,2015-04,2331
30,2015-05,2283
30,2015-06,2083
30,2015-07,2096
30,2015-08,2620
30,2015-09,4484
30,2015-10,4631
30,2015-11,1751
30,2015-12,3623
30,2016-01,1877
30,2016-02,3300
30,2016-03,2043
30,2016-04,1345
30,2016-05,2240
30,2016-06,1508
30,2016-07,1458
30,2016-08,1083
30,2016-09,1542
30,2016-10,1852
30,2016-11,2709
30,2016-12,2536
30,2017-01,987
30,2017-02,2328
30,2017-03,1049
30,2017-04,977
30,2017-05,593
30,2017-06,419
30,2017-07,361
30,2017-08,349
30,2017-09,485
30,2017-10,962
30,2017-11,1132
30,2017-12,2689
30,2018-01,931
30,2018-02,777
30,2018-03,1148
30,2018-04,814
30,2018-05,949
30,2018-06,1004
30,2018-07,828
30,2018-08,763
30,2018-09,697
30,2018-10,780
30,2018-11,635
30,2018-12,1469
30,2019-01,587
30,2019-02,609
30,2019-03,742
30,2019-04,435
30,2019-05,490
30,2019-06,562
30,2019-07,1365
30,2019-08,585
30,2019-09,619
30,2019-10,588
31,2010-01,740
31,2010-02,1420
31,2010-03,2941
31,2010-04,960
31,2010-05,830
31,2010-06,1817
31,2010-07,1050
31,2010-08,1630
31,2010-09,2070
31,2010-10,1030
31,2010-11,1828
31,2010-12,3181
31,2011-01,570
31,2011-02,3796
31,2011-03,1890
31,2011-04,1130
31,2011-05,1170
31,2011-06,2208
31,2011-07,1150
31,2011-08,1710
31,2011-09,2390
31,2011-10,1130
31,2011-11,1240
31,2011-12,4264
31,2012-01,560
31,2012-02,2130
31,2012-03,1680
31,2012-04,1050
31,2012-05,1060
31,2012-06,1400
31,2012-07,1120
31,2012-08,1750
31,2012-09,5485
31,2012-10,1550
31,2012-11,1070
31,2012-12,2683
31,2013-01,1520
31,2013-02,1800
31,2013-03,1990
31,2013-04,1270
31,2013-05,980
31,2013-06,1170
31,2013-07,1060
31,2013-08,2130
31,2013-09,2160
31,2013-10,1280
31,2013-11,1350
31,2013-12,1920
31,2014-01,1030
31,2014-02,1320
31,2014-03,2902
31,2014-04,1359
31,2014-05,1749
31,2014-06,1170
31,2014-07,1944
31,2014-08,2428
31,2014-09,2240
31,2014-10,1000
31,2014-11,970
31,2014-12,3834
31,2015-01,1000
31,2015-02,1120
31,2015-03,2604
31,2015-04,580
31,2015-05,610
31,2015-06,850
31,2015-07,660
31,2015-08,990
31,2015-09,1560
31,2015-10,830
31,2015-11,710
31,2015-12,2325
31,2016-01,870
31,2016-02,580
31,2016-03,1030
31,2016-04,510
31,2016-05,1252
31,2016-06,1206
31,2016-07,700
31,2016-08,1528
31,2016-09,1280
31,2016-10,650
31,2016-11,610
31,2016-12,1966
31,2017-01,930
31,2017-02,570
31,2017-03,730
31,2017-04,560
31,2017-05,600
31,2017-06,550
31,2017-07,600
31,2017-08,660
31,2017-09,1030
31,2017-10,740
31,2017-11,600
31,2017-12,1460
31,2018-01,680
31,2018-02,610
31,2018-03,1451
31,2018-04,520
31,2018-05,560
31,2018-06,540
31,2018-07,1133
31,2018-08,700
31,2018-09,1030
31,2018-10,560
31,2018-11,470
31,2018-12,1773
31,2019-01,310
31,2019-02,934
31,2019-03,590
31,2019-04,410
31,2019-05,954
31,2019-06,1113
31,2019-07,815
31,2019-08,550
31,2019-09,740
31,2019-10,400
32,2010-01,2473
32,2010-02,884
32,2010-03,874
32,2010-04,1641
32,2010-05,1665
32,2010-06,1337
32,2010-07,2076
32,2010-08,1722
32,2010-09,1086
32,2010-10,918
32,2010-11,818
32,2010-12,1969
32,2011-01,682
32,2011-02,734
32,2011-03,2061
32,2011-04,677
32,2011-05,1580
32,2011-06,894
32,2011-07,893
32,2011-08,1562
32,2011-09,967
32,2011-10,1467
32,2011-11,874
32,2011-12,2122
32,2012-01,955
32,2012-02,934
32,2012-03,745
32,2012-04,620
32,2012-05,673
32,2012-06,895
32,2012-07,805
32,2012-08,775
32,2012-09,1421
32,2012-10,689
32,2012-11,675
32,2012-12,1428
32,2013-01,815
32,2013-02,931
32,2013-03,1049
32,2013-04,838
32,2013-05,932
32,2013-06,704
32,2013-07,771
32,2013-08,657
32,2013-09,724
32,2013-10,624
32,2013-11,761
32,2013-12,1608
32,2014-01,996
32,2014-02,958
32,2014-03,1144
32,2014-04,992
32,2014-05,1141
32,2014-06,1546
32,2014-07,2163
32,2014-08,1580
32,2014-09,1576
32,2014-10,1523
32,2014-11,3308
32,2014-12,3233
32,2015-01,1164
32,2015-02,2788
32,2015-03,1211
32,2015-04,987
32,2015-05,690
32,2015-06,655
32,2015-07,806
32,2015-08,1158
32,2015-09,1856
32,2015-10,815
32,2015-11,483
32,2015-12,1593
32,2016-01,997
32,2016-02,838
32,2016-03,3378
32,2016-04,550
32,2016-05,516
32,2016-06,869
32,2016-07,645
32,2016-08,658
32,2016-09,910
32,2016-10,1022
32,2016-11,577
32,2016-12,1346
32,2017-01,1399
32,2017-02,1632
32,2017-03,1291
32,2017-04,1169
32,2017-05,622
32,2017-06,1244
32,2017-07,1346
32,2017-08,617
32,2017-09,1610
32,2017-10,980
32,2017-11,1191
32,2017-12,1715
32,2018-01,487
32,2018-02,581
32,2018-03,973
32,2018-04,1033
32,2018-05,492
32,2018-06,1409
32,2018-07,569
32,2018-08,473
32,2018-09,567
32,2018-10,556
32,2018-11,435
32,2018-12,1169
32,2019-01,873
32,2019-02,493
32,2019-03,739
32,2019-04,454
32,2019-05,565
32,2019-06,426
32,2019-07,491
32,2019-08,412
32,2019-09,580
32,2019-10,620
33,2010-01,201
33,2010-02,349
33,2010-03,441
33,2010-04,210
33,2010-05,155
33,2010-06,191
33,2010-07,307
33,2010-08,365
33,2010-09,425
33,2010-10,305
33,2010-11,202
33,2010-12,527
33,2011-01,404
33,2011-02,262
33,2011-03,378
33,2011-04,248
33,2011-05,284
33,2011-06,461
33,2011-07,249
33,2011-08,263
33,2011-09,359
33,2011-10,354
33,2011-11,341
33,2011-12,582
33,2012-01,235
33,2012-02,256
33,2012-03,313
33,2012-04,258
33,2012-05,255
33,2012-06,257
33,2012-07,284
33,2012-08,254
33,2012-09,587
33,2012-10,228
33,2012-11,244
33,2012-12,461
33,2013-01,369
33,2013-02,305
33,2013-03,361
33,2013-04,230
33,2013-05,233
33,2013-06,253
33,2013-07,218
33,2013-08,227
33,2013-09,294
33,2013-10,225
33,2013-11,210
33,2013-12,419
33,2014-01,201
33,2014-02,291
33,2014-03,373
33,2014-04,188
33,2014-05,220
33,2014-06,238
33,2014-07,379
33,2014-08,253
33,2014-09,311
33,2014-10,296
33,2014-11,284
33,2014-12,738
33,2015-01,356
33,2015-02,714
33,2015-03,498
33,2015-04,279
33,2015-05,377
33,2015-06,254
33,2015-07,194
33,2015-08,183
33,2015-09,212
33,2015-10,230
33,2015-11,204
33,2015-12,380
33,2016-01,140
33,2016-02,181
33,2016-03,304
33,2016-04,100
33,2016-05,182
33,2016-06,147
33,2016-07,195
33,2016-08,215
33,2016-09,299
33,2016-10,114
33,2016-11,119
33,2016-12,188
33,2017-01,131
33,2017-02,135
33,2017-03,265
33,2017-04,109
33,2017-05,116
33,2017-06,148
33,2017-07,224
33,2017-08,129
33,2017-09,174
33,2017-10,119
33,2017-11,187
33,2017-12,364
33,2018-01,126
33,2018-02,153
33,2018-03,239
33,2018-04,181
33,2018-05,159
33,2018-06,265
33,2018-07,215
33,2018-08,231
33,2018-09,360
33,2018-10,121
33,2018-11,116
33,2018-12,284
33,2019-01,117
33,2019-02,141
33,2019-03,417
33,2019-04,97
33,2019-05,108
33,2019-06,277
33,2019-07,121
33,2019-08,142
33,2019-09,157
33,2019-10,179
34,2010-01,608
34,2010-02,598
34,2010-03,708
34,2010-04,1042
34,2010-05,1459
34,2010-06,1862
34,2010-07,2329
34,2010-08,978
34,2010-09,1087
34,2010-10,1218
34,2010-11,1895
34,2010-12,2888
34,2011-01,1142
34,2011-02,2131
34,2011-03,1132
34,2011-04,1195
34,2011-05,2303
34,2011-06,1264
34,2011-07,1326
34,2011-08,1260
34,2011-09,1268
34,2011-10,2175
34,2011-11,1225
34,2011-12,2152
34,2012-01,1037
34,2012-02,1759
34,2012-03,1761
34,2012-04,1121
34,2012-05,815
34,2012-06,918
34,2012-07,1005
34,2012-08,930
34,2012-09,1006
34,2012-10,1690
34,2012-11,1057
34,2012-12,1702
34,2013-01,914
34,2013-02,972
34,2013-03,909
34,2013-04,1027
34,2013-05,904
34,2013-06,912
34,2013-07,1326
34,2013-08,782
34,2013-09,829
34,2013-10,816
34,2013-11,705
34,2013-12,1272
34,2014-01,677
34,2014-02,705
34,2014-03,672
34,2014-04,813
34,2014-05,742
34,2014-06,852
34,2014-07,1791
34,2014-08,882
34,2014-09,891
34,2014-10,962
34,2014-11,1721
34,2014-12,1988
34,2015-01,868
34,2015-02,948
34,2015-03,856
34,2015-04,1646
34,2015-05,993
34,2015-06,1005
34,2015-07,1061
34,2015-08,1032
34,2015-09,1034
34,2015-10,946
34,2015-11,829
34,2015-12,1634
34,2016-01,824
34,2016-02,1604
34,2016-03,1636
34,2016-04,853
34,2016-05,1386
34,2016-06,786
34,2016-07,768
34,2016-08,715
34,2016-09,1236
34,2016-10,842
34,2016-11,722
34,2016-12,1776
34,2017-01,722
34,2017-02,828
34,2017-03,803
34,2017-04,764
34,2017-05,733
34,2017-06,888
34,2017-07,820
34,2017-08,808
34,2017-09,1628
34,2017-10,739
34,2017-11,1384
34,2017-12,1556
34,2018-01,757
34,2018-02,824
34,2018-03,833
34,2018-04,897
34,2018-05,792
34,2018-06,922
34,2018-07,1815
34,2018-08,1472
34,2018-09,948
34,2018-10,925
34,2018-11,851
34,2018-12,1635
34,2019-01,884
34,2019-02,872
34,2019-03,1562
34,2019-04,943
34,2019-05,1852
34,2019-06,970
34,2019-07,949
34,2019-08,905
34,2019-09,1562
34,2019-10,966
35,2010-01,402
35,2010-02,445
35,2010-03,736
35,2010-04,1035
35,2010-05,669
35,2010-06,499
35,2010-07,433
35,2010-08,417
35,2010-09,1107
35,2010-10,519
35,2010-11,798
35,2010-12,1664
35,2011-01,587
35,2011-02,663
35,2011-03,907
35,2011-04,636
35,2011-05,450
35,2011-06,629
35,2011-07,472
35,2011-08,531
35,2011-09,1320
35,2011-10,1282
35,2011-11,480
35,2011-12,1931
35,2012-01,1057
35,2012-02,582
35,2012-03,815
35,2012-04,646
35,2012-05,547
35,2012-06,1024
35,2012-07,628
35,2012-08,598
35,2012-09,1512
35,2012-10,532
35,2012-11,542
35,2012-12,1733
35,2013-01,510
35,2013-02,1415
35,2013-03,1016
35,2013-04,709
35,2013-05,558
35,2013-06,815
35,2013-07,547
35,2013-08,574
35,2013-09,805
35,2013-10,1149
35,2013-11,1008
35,2013-12,1494
35,2014-01,447
35,2014-02,722
35,2014-03,986
35,2014-04,462
35,2014-05,490
35,2014-06,694
35,2014-07,1101
35,2014-08,565
35,2014-09,1534
35,2014-10,1124
35,2014-11,1200
35,2014-12,2301
35,2015-01,704
35,2015-02,838
35,2015-03,1144
35,2015-04,1146
35,2015-05,1075
35,2015-06,555
35,2015-07,475
35,2015-08,427
35,2015-09,673
35,2015-10,1111
35,2015-11,528
35,2015-12,843
35,2016-01,640
35,2016-02,489
35,2016-03,1564
35,2016-04,632
35,2016-05,791
35,2016-06,513
35,2016-07,559
35,2016-08,369
35,2016-09,1061
35,2016-10,298
35,2016-11,317
35,2016-12,1626
35,2017-01,385
35,2017-02,378
35,2017-03,1253
35,2017-04,735
35,2017-05,314
35,2017-06,478
35,2017-07,449
35,2017-08,397
35,2017-09,927
35,2017-10,349
35,2017-11,316
35,2017-12,1440
35,2018-01,371
35,2018-02,740
35,2018-03,995
35,2018-04,708
35,2018-05,299
35,2018-06,936
35,2018-07,339
35,2018-08,362
35,2018-09,563
35,2018-10,674
35,2018-11,324
35,2018-12,1141
35,2019-01,324
35,2019-02,404
35,2019-03,1355
35,2019-04,747
35,2019-05,361
35,2019-06,502
35,2019-07,393
35,2019-08,406
35,2019-09,514
35,2019-10,692
36,2010-01,299
36,2010-02,139
36,2010-03,273
36,2010-04,607
36,2010-05,616
36,2010-06,673
36,2010-07,1258
36,2010-08,654
36,2010-09,1041
36,2010-10,1266
36,2010-11,196
36,2010-12,453
36,2011-01,262
36,2011-02,214
36,2011-03,568
36,2011-04,343
36,2011-05,399
36,2011-06,775
36,2011-07,434
36,2011-08,453
36,2011-09,393
36,2011-10,427
36,2011-11,865
36,2011-12,815
36,2012-01,405
36,2012-02,661
36,2012-03,571
36,2012-04,391
36,2012-05,404
36,2012-06,388
36,2012-07,404
36,2012-08,441
36,2012-09,463
36,2012-10,512
36,2012-11,532
36,2012-12,1067
36,2013-01,434
36,2013-02,439
36,2013-03,433
36,2013-04,672
36,2013-05,616
36,2013-06,588
36,2013-07,710
36,2013-08,352
36,2013-09,374
36,2013-10,884
36,2013-11,455
36,2013-12,807
36,2014-01,374
36,2014-02,376
36,2014-03,290
36,2014-04,321
36,2014-05,608
36,2014-06,377
36,2014-07,417
36,2014-08,396
36,2014-09,398
36,2014-10,449
36,2014-11,451
36,2014-12,948
36,2015-01,441
36,2015-02,713
36,2015-03,431
36,2015-04,762
36,2015-05,438
36,2015-06,754
36,2015-07,440
36,2015-08,415
36,2015-09,501
36,2015-10,476
36,2015-11,504
36,2015-12,1004
36,2016-01,517
36,2016-02,482
36,2016-03,491
36,2016-04,533
36,2016-05,557
36,2016-06,1035
36,2016-07,564
36,2016-08,1047
36,2016-09,527
36,2016-10,608
36,2016-11,538
36,2016-12,1052
36,2017-01,417
36,2017-02,343
36,2017-03,352
36,2017-04,344
36,2017-05,540
36,2017-06,267
36,2017-07,280
36,2017-08,322
36,2017-09,309
36,2017-10,306
36,2017-11,652
36,2017-12,889
36,2018-01,498
36,2018-02,549
36,2018-03,325
36,2018-04,361
36,2018-05,315
36,2018-06,294
36,2018-07,501
36,2018-08,412
36,2018-09,384
36,2018-10,465
36,2018-11,508
36,2018-12,1186
36,2019-01,472
36,2019-02,892
36,2019-03,388
36,2019-04,415
36,2019-05,878
36,2019-06,453
36,2019-07,400
36,2019-08,467
36,2019-09,482
36,2019-10,446
37,2010-01,140
37,2010-02,89
37,2010-03,135
37,2010-04,52
37,2010-05,62
37,2010-06,92
37,2010-07,106
37,2010-08,104
37,2010-09,133
37,2010-10,103
37,2010-11,184
37,2010-12,264
37,2011-01,113
37,2011-02,119
37,2011-03,203
37,2011-04,67
37,2011-05,134
37,2011-06,130
37,2011-07,136
37,2011-08,233
37,2011-09,163
37,2011-10,105
37,2011-11,173
37,2011-12,288
37,2012-01,117
37,2012-02,123
37,2012-03,125
37,2012-04,190
37,2012-05,78
37,2012-06,118
37,2012-07,118
37,2012-08,137
37,2012-09,153
37,2012-10,93
37,2012-11,190
37,2012-12,209
37,2013-01,112
37,2013-02,126
37,2013-03,177
37,2013-04,122
37,2013-05,148
37,2013-06,189
37,2013-07,116
37,2013-08,156
37,2013-09,315
37,2013-10,116
37,2013-11,176
37,2013-12,283
37,2014-01,173
37,2014-02,221
37,2014-03,181
37,2014-04,139
37,2014-05,94
37,2014-06,201
37,2014-07,145
37,2014-08,214
37,2014-09,167
37,2014-10,130
37,2014-11,126
37,2014-12,270
37,2015-01,133
37,2015-02,138
37,2015-03,159
37,2015-04,90
37,2015-05,93
37,2015-06,135
37,2015-07,137
37,2015-08,118
37,2015-09,234
37,2015-10,113
37,2015-11,99
37,2015-12,240
37,2016-01,109
37,2016-02,233
37,2016-03,170
37,2016-04,86
37,2016-05,148
37,2016-06,147
37,2016-07,137
37,2016-08,137
37,2016-09,286
37,2016-10,165
37,2016-11,104
37,2016-12,204
37,2017-01,120
37,2017-02,218
37,2017-03,237
37,2017-04,76
37,2017-05,91
37,2017-06,137
37,2017-07,132
37,2017-08,144
37,2017-09,182
37,2017-10,102
37,2017-11,113
37,2017-12,213
37,2018-01,197
37,2018-02,125
37,2018-03,168
37,2018-04,70
37,2018-05,78
37,2018-06,211
37,2018-07,157
37,2018-08,218
37,2018-09,282
37,2018-10,198
37,2018-11,196
37,2018-12,457
37,2019-01,302
37,2019-02,193
37,2019-03,302
37,2019-04,144
37,2019-05,164
37,2019-06,204
37,2019-07,340
37,2019-08,210
37,2019-09,212
37,2019-10,188
38,2010-01,19645
38,2010-02,38912
38,2010-03,29027
38,2010-04,71768
38,2010-05,62504
38,2010-06,33587
38,2010-07,35399
38,2010-08,36944
38,2010-09,43990
38,2010-10,44553
38,2010-11,36452
38,2010-12,52350
38,2011-01,12210
38,2011-02,82124
38,2011-03,44420
38,2011-04,74356
38,2011-05,30308
38,2011-06,37843
38,2011-07,34700
38,2011-08,32631
38,2011-09,33806
38,2011-10,32434
38,2011-11,32062
38,2011-12,41977
38,2012-01,10160
38,2012-02,52359
38,2012-03,21692
38,2012-04,11751
38,2012-05,13736
38,2012-06,19034
38,2012-07,18576
38,2012-08,44563
38,2012-09,20392
38,2012-10,14125
38,2012-11,8225
38,2012-12,7125
38,2013-01,18737
38,2013-02,15209
38,2013-03,17676
38,2013-04,12862
38,2013-05,9520
38,2013-06,7757
38,2013-07,7332
38,2013-08,8491
38,2013-09,7690
38,2013-10,8785
38,2013-11,8642
38,2013-12,12683
38,2014-01,6200
38,2014-02,5532
38,2014-03,3318
38,2014-04,6837
38,2014-05,2781
38,2014-06,3955
38,2014-07,4395
38,2014-08,3306
38,2014-09,8186
38,2014-10,3990
38,2014-11,3096
38,2014-12,6137
38,2015-01,1580
38,2015-02,3745
38,2015-03,2658
38,2015-04,677
38,2015-05,1266
38,2015-06,3329
38,2015-07,1598
38,2015-08,1511
38,2015-09,1700
38,2015-10,2299
38,2015-11,1619
38,2015-12,3419
38,2016-01,983
38,2016-02,795
38,2016-03,904
38,2016-04,1788
38,2016-05,1396
38,2016-06,946
38,2016-07,2805
38,2016-08,1005
38,2016-09,2132
38,2016-10,1144
38,2016-11,1026
38,2016-12,2687
38,2017-01,1952
38,2017-02,1783
38,2017-03,873
38,2017-04,875
38,2017-05,846
38,2017-06,2159
38,2017-07,953
38,2017-08,972
38,2017-09,2482
38,2017-10,1101
38,2017-11,1077
38,2017-12,2299
38,2018-01,792
38,2018-02,1789
38,2018-03,958
38,2018-04,844
38,2018-05,703
38,2018-06,1007
38,2018-07,664
38,2018-08,829
38,2018-09,1357
38,2018-10,1056
38,2018-11,1227
38,2018-12,2912
38,2019-01,718
38,2019-02,840
38,2019-03,2467
38,2019-04,934
38,2019-05,1130
38,2019-06,753
38,2019-07,628
38,2019-08,541
38,2019-09,654
38,2019-10,556
39,2010-01,1399
39,2010-02,728
39,2010-03,900
39,2010-04,1063
39,2010-05,1043
39,2010-06,1178
39,2010-07,1219
39,2010-08,1047
39,2010-09,1813
39,2010-10,1260
39,2010-11,1289
39,2010-12,2173
39,2011-01,1912
39,2011-02,1126
39,2011-03,1291
39,2011-04,1276
39,2011-05,1278
39,2011-06,1341
39,2011-07,1356
39,2011-08,2316
39,2011-09,1349
39,2011-10,1993
39,2011-11,1359
39,2011-12,2674
39,2012-01,1268
39,2012-02,1230
39,2012-03,1130
39,2012-04,969
