商品ID,日付,割引率
27,2013-03,0
27,2013-04,0
27,2013-05,0
27,2013-06,20
27,2013-07,0
27,2013-08,10
27,2013-09,0
27,2013-10,0
27,2013-11,0
27,2013-12,40
27,2014-01,0
27,2014-02,0
27,2014-03,30
27,2014-04,0
27,2014-05,0
27,2014-06,0
27,2014-07,20
27,2014-08,0
27,2014-09,0
27,2014-10,0
27,2014-11,0
27,2014-12,20
27,2015-01,20
27,2015-02,0
27,2015-03,0
27,2015-04,20
27,2015-05,0
27,2015-06,0
27,2015-07,0
27,2015-08,0
27,2015-09,0
27,2015-10,0
27,2015-11,0
27,2015-12,10
27,2016-01,20
27,2016-02,0
27,2016-03,0
27,2016-04,20
27,2016-05,20
27,2016-06,10
27,2016-07,0
27,2016-08,0
27,2016-09,10
27,2016-10,0
27,2016-11,0
27,2016-12,20
27,2017-01,0
27,2017-02,0
27,2017-03,20
27,2017-04,0
27,2017-05,20
27,2017-06,10
27,2017-07,10
27,2017-08,20
27,2017-09,0
27,2017-10,0
27,2017-11,0
27,2017-12,40
27,2018-01,0
27,2018-02,0
27,2018-03,10
27,2018-04,0
27,2018-05,0
27,2018-06,0
27,2018-07,0
27,2018-08,10
27,2018-09,0
27,2018-10,0
27,2018-11,0
27,2018-12,40
27,2019-01,0
27,2019-02,0
27,2019-03,0
27,2019-04,0
27,2019-05,0
27,2019-06,0
27,2019-07,20
27,2019-08,0
27,2019-09,0
27,2019-10,20
28,2010-01,0
28,2010-02,0
28,2010-03,0
28,2010-04,0
28,2010-05,0
28,2010-06,0
28,2010-07,0
28,2010-08,0
28,2010-09,0
28,2010-10,10
28,2010-11,0
28,2010-12,30
28,2011-01,0
28,2011-02,0
28,2011-03,0
28,2011-04,0
28,2011-05,0
28,2011-06,0
28,2011-07,0
28,2011-08,20
28,2011-09,0
28,2011-10,0
28,2011-11,0
28,2011-12,30
28,2012-01,0
28,2012-02,20
28,2012-03,0
28,2012-04,0
28,2012-05,0
28,2012-06,0
28,2012-07,0
28,2012-08,0
28,2012-09,0
28,2012-10,0
28,2012-11,20
28,2012-12,20
28,2013-01,20
28,2013-02,0
28,2013-03,0
28,2013-04,0
28,2013-05,0
28,2013-06,0
28,2013-07,20
28,2013-08,0
28,2013-09,0
28,2013-10,10
28,2013-11,0
28,2013-12,10
28,2014-01,20
28,2014-02,10
28,2014-03,0
28,2014-04,0
28,2014-05,10
28,2014-06,30
28,2014-07,0
28,2014-08,0
28,2014-09,0
28,2014-10,0
28,2014-11,0
28,2014-12,50
28,2015-01,0
28,2015-02,0
28,2015-03,0
28,2015-04,0
28,2015-05,0
28,2015-06,10
28,2015-07,0
28,2015-08,0
28,2015-09,0
28,2015-10,0
28,2015-11,0
28,2015-12,10
28,2016-01,0
28,2016-02,30
28,2016-03,10
28,2016-04,0
28,2016-05,0
28,2016-06,0
28,2016-07,0
28,2016-08,10
28,2016-09,0
28,2016-10,0
28,2016-11,20
28,2016-12,20
28,2017-01,0
28,2017-02,0
28,2017-03,0
28,2017-04,0
28,2017-05,0
28,2017-06,20
28,2017-07,0
28,2017-08,0
28,2017-09,20
28,2017-10,0
28,2017-11,10
28,2017-12,10
28,2018-01,0
28,2018-02,20
28,2018-03,10
28,2018-04,10
28,2018-05,20
28,2018-06,0
28,2018-07,10
28,2018-08,0
28,2018-09,0
28,2018-10,0
28,2018-11,0
28,2018-12,30
28,2019-01,20
28,2019-02,20
28,2019-03,0
28,2019-04,0
28,2019-05,10
28,2019-06,0
28,2019-07,0
28,2019-08,0
28,2019-09,0
28,2019-10,0
29,2010-01,0
29,2010-02,0
29,2010-03,0
29,2010-04,0
29,2010-05,0
29,2010-06,0
29,2010-07,0
29,2010-08,0
29,2010-09,0
29,2010-10,0
29,2010-11,10
29,2010-12,40
29,2011-01,0
29,2011-02,0
29,2011-03,10
29,2011-04,0
29,2011-05,20
29,2011-06,10
29,2011-07,10
29,2011-08,0
29,2011-09,0
29,2011-10,0
29,2011-11,0
29,2011-12,30
29,2012-01,0
29,2012-02,0
29,2012-03,0
29,2012-04,0
29,2012-05,0
29,2012-06,0
29,2012-07,10
29,2012-08,30
29,2012-09,0
29,2012-10,0
29,2012-11,20
29,2012-12,20
29,2013-01,10
29,2013-02,20
29,2013-03,0
29,2013-04,0
29,2013-05,0
29,2013-06,0
29,2013-07,0
29,2013-08,0
29,2013-09,0
29,2013-10,0
29,2013-11,0
29,2013-12,10
29,2014-01,0
29,2014-02,20
29,2014-03,0
29,2014-04,20
29,2014-05,0
29,2014-06,20
29,2014-07,10
29,2014-08,20
29,2014-09,20
29,2014-10,0
29,2014-11,0
29,2014-12,50
29,2015-01,20
29,2015-02,20
29,2015-03,0
29,2015-04,10
29,2015-05,0
29,2015-06,0
29,2015-07,0
29,2015-08,10
29,2015-09,0
29,2015-10,0
29,2015-11,20
29,2015-12,10
29,2016-01,0
29,2016-02,0
29,2016-03,0
29,2016-04,0
29,2016-05,0
29,2016-06,0
29,2016-07,0
29,2016-08,0
29,2016-09,0
29,2016-10,0
29,2016-11,0
29,2016-12,30
29,2017-01,10
29,2017-02,0
29,2017-03,0
29,2017-04,0
29,2017-05,0
29,2017-06,0
29,2017-07,10
29,2017-08,0
29,2017-09,0
29,2017-10,0
29,2017-11,0
29,2017-12,30
29,2018-01,10
29,2018-02,0
29,2018-03,0
29,2018-04,30
29,2018-05,0
29,2018-06,20
29,2018-07,0
29,2018-08,0
29,2018-09,0
29,2018-10,0
29,2018-11,10
29,2018-12,0
29,2019-01,0
29,2019-02,20
29,2019-03,0
29,2019-04,30
29,2019-05,0
29,2019-06,0
29,2019-07,0
29,2019-08,0
29,2019-09,0
29,2019-10,0
30,2010-01,0
30,2010-02,0
30,2010-03,0
30,2010-04,0
30,2010-05,0
30,2010-06,0
30,2010-07,10
30,2010-08,0
30,2010-09,0
30,2010-10,0
30,2010-11,0
30,2010-12,40
30,2011-01,0
30,2011-02,20
30,2011-03,0
30,2011-04,0
30,2011-05,0
30,2011-06,0
30,2011-07,0
30,2011-08,0
30,2011-09,0
30,2011-10,0
30,2011-11,0
30,2011-12,30
30,2012-01,0
30,2012-02,0
30,2012-03,20
30,2012-04,0
30,2012-05,0
30,2012-06,20
30,2012-07,0
30,2012-08,0
30,2012-09,0
30,2012-10,0
30,2012-11,10
30,2012-12,0
30,2013-01,0
30,2013-02,0
30,2013-03,0
30,2013-04,0
30,2013-05,0
30,2013-06,20
30,2013-07,10
30,2013-08,0
30,2013-09,0
30,2013-10,0
30,2013-11,0
30,2013-12,40
30,2014-01,0
30,2014-02,0
30,2014-03,0
30,2014-04,10
30,2014-05,10
30,2014-06,20
30,2014-07,0
30,2014-08,10
30,2014-09,0
30,2014-10,0
30,2014-11,10
30,2014-12,50
30,2015-01,0
30,2015-02,0
30,2015-03,0
30,2015-04,0
30,2015-05,0
30,2015-06,0
30,2015-07,0
30,2015-08,10
30,2015-09,20
30,2015-10,20
30,2015-11,0
30,2015-12,20
30,2016-01,0
30,2016-02,10
30,2016-03,0
30,2016-04,0
30,2016-05,20
30,2016-06,0
30,2016-07,0
30,2016-08,0
30,2016-09,0
30,2016-10,0
30,2016-11,10
30,2016-12,20
30,2017-01,0
30,2017-02,10
30,2017-03,0
30,2017-04,0
30,2017-05,10
30,2017-06,0
30,2017-07,0
30,2017-08,0
30,2017-09,0
30,2017-10,0
30,2017-11,0
30,2017-12,30
30,2018-01,0
30,2018-02,0
30,2018-03,10
30,2018-04,0
30,2018-05,0
30,2018-06,0
30,2018-07,0
30,2018-08,0
30,2018-09,0
30,2018-10,0
30,2018-11,0
30,2018-12,10
30,2019-01,0
30,2019-02,0
30,2019-03,10
30,2019-04,0
30,2019-05,0
30,2019-06,0
30,2019-07,10
30,2019-08,0
30,2019-09,0
30,2019-10,0
31,2010-01,0
31,2010-02,0
31,2010-03,20
31,2010-04,0
31,2010-05,0
31,2010-06,10
31,2010-07,0
31,2010-08,0
31,2010-09,0
31,2010-10,0
31,2010-11,20
31,2010-12,30
31,2011-01,0
31,2011-02,20
31,2011-03,0
31,2011-04,0
31,2011-05,0
31,2011-06,10
31,2011-07,0
31,2011-08,0
31,2011-09,0
31,2011-10,0
31,2011-11,0
31,2011-12,30
31,2012-01,10
31,2012-02,0
31,2012-03,0
31,2012-04,0
31,2012-05,0
31,2012-06,0
31,2012-07,0
31,2012-08,0
31,2012-09,20
31,2012-10,0
31,2012-11,0
31,2012-12,20
31,2013-01,0
31,2013-02,0
31,2013-03,0
31,2013-04,0
31,2013-05,0
31,2013-06,0
31,2013-07,0
31,2013-08,0
31,2013-09,0
31,2013-10,0
31,2013-11,0
31,2013-12,0
31,2014-01,0
31,2014-02,0
31,2014-03,20
31,2014-04,10
31,2014-05,20
31,2014-06,0
31,2014-07,30
31,2014-08,10
31,2014-09,0
31,2014-10,0
31,2014-11,0
31,2014-12,40
31,2015-01,0
31,2015-02,0
31,2015-03,20
31,2015-04,0
31,2015-05,0
31,2015-06,0
31,2015-07,0
31,2015-08,0
31,2015-09,0
31,2015-10,0
31,2015-11,0
31,2015-12,20
31,2016-01,0
31,2016-02,0
31,2016-03,0
31,2016-04,0
31,2016-05,20
31,2016-06,10
31,2016-07,0
31,2016-08,10
31,2016-09,0
31,2016-10,0
31,2016-11,0
31,2016-12,30
31,2017-01,0
31,2017-02,0
31,2017-03,0
31,2017-04,0
31,2017-05,0
31,2017-06,0
31,2017-07,0
31,2017-08,0
31,2017-09,0
31,2017-10,0
31,2017-11,0
31,2017-12,10
31,2018-01,0
31,2018-02,0
31,2018-03,20
31,2018-04,0
31,2018-05,0
31,2018-06,0
31,2018-07,20
31,2018-08,0
31,2018-09,0
31,2018-10,0
31,2018-11,0
31,2018-12,40
31,2019-01,0
31,2019-02,20
31,2019-03,0
31,2019-04,0
31,2019-05,20
31,2019-06,20
31,2019-07,20
31,2019-08,0
31,2019-09,0
31,2019-10,0
32,2010-01,20
32,2010-02,0
32,2010-03,0
32,2010-04,20
32,2010-05,20
32,2010-06,0
32,2010-07,20
32,2010-08,20
32,2010-09,0
32,2010-10,0
32,2010-11,0
32,2010-12,40
32,2011-01,0
32,2011-02,0
32,2011-03,30
32,2011-04,0
32,2011-05,20
32,2011-06,0
32,2011-07,0
32,2011-08,10
32,2011-09,0
32,2011-10,10
32,2011-11,0
32,2011-12,20
32,2012-01,0
32,2012-02,0
32,2012-03,0
32,2012-04,0
32,2012-05,0
32,2012-06,0
32,2012-07,0
32,2012-08,0
32,2012-09,10
32,2012-10,0
32,2012-11,0
32,2012-12,10
32,2013-01,0
32,2013-02,0
32,2013-03,0
32,2013-04,0
32,2013-05,0
32,2013-06,0
32,2013-07,0
32,2013-08,0
32,2013-09,0
32,2013-10,0
32,2013-11,0
32,2013-12,20
32,2014-01,0
32,2014-02,0
32,2014-03,0
32,2014-04,0
32,2014-05,0
32,2014-06,0
32,2014-07,0
32,2014-08,0
32,2014-09,0
32,2014-10,0
32,2014-11,20
32,2014-12,30
32,2015-01,0
32,2015-02,20
32,2015-03,0
32,2015-04,0
32,2015-05,0
32,2015-06,0
32,2015-07,0
32,2015-08,10
32,2015-09,10
32,2015-10,0
32,2015-11,0
32,2015-12,30
32,2016-01,0
32,2016-02,0
32,2016-03,10
32,2016-04,0
32,2016-05,0
32,2016-06,0
32,2016-07,0
32,2016-08,0
32,2016-09,0
32,2016-10,10
32,2016-11,0
32,2016-12,30
32,2017-01,10
32,2017-02,10
32,2017-03,0
32,2017-04,20
32,2017-05,0
32,2017-06,10
32,2017-07,20
32,2017-08,0
32,2017-09,20
32,2017-10,0
32,2017-11,10
32,2017-12,60
32,2018-01,0
32,2018-02,0
32,2018-03,0
32,2018-04,10
32,2018-05,0
32,2018-06,20
32,2018-07,0
32,2018-08,0
32,2018-09,0
32,2018-10,0
32,2018-11,0
32,2018-12,30
32,2019-01,10
32,2019-02,0
32,2019-03,0
32,2019-04,0
32,2019-05,0
32,2019-06,0
32,2019-07,0
32,2019-08,0
32,2019-09,0
32,2019-10,0
33,2010-01,0
33,2010-02,20
33,2010-03,10
33,2010-04,0
33,2010-05,0
33,2010-06,0
33,2010-07,10
33,2010-08,20
33,2010-09,10
33,2010-10,10
33,2010-11,0
33,2010-12,30
33,2011-01,10
33,2011-02,0
33,2011-03,0
33,2011-04,0
33,2011-05,10
33,2011-06,10
33,2011-07,0
33,2011-08,0
33,2011-09,0
33,2011-10,0
33,2011-11,10
33,2011-12,40
33,2012-01,0
33,2012-02,0
33,2012-03,0
33,2012-04,0
33,2012-05,0
33,2012-06,0
33,2012-07,0
33,2012-08,0
33,2012-09,20
33,2012-10,0
33,2012-11,0
33,2012-12,10
33,2013-01,10
33,2013-02,0
33,2013-03,0
33,2013-04,0
33,2013-05,0
33,2013-06,0
33,2013-07,0
33,2013-08,0
33,2013-09,0
33,2013-10,0
33,2013-11,0
33,2013-12,10
33,2014-01,0
33,2014-02,0
33,2014-03,0
33,2014-04,0
33,2014-05,0
33,2014-06,0
33,2014-07,10
33,2014-08,0
33,2014-09,0
33,2014-10,0
33,2014-11,0
33,2014-12,30
33,2015-01,0
33,2015-02,20
33,2015-03,0
33,2015-04,0
33,2015-05,10
33,2015-06,0
33,2015-07,0
33,2015-08,0
33,2015-09,0
33,2015-10,0
33,2015-11,0
33,2015-12,30
33,2016-01,0
33,2016-02,0
33,2016-03,0
33,2016-04,0
33,2016-05,10
33,2016-06,0
33,2016-07,10
33,2016-08,20
33,2016-09,10
33,2016-10,0
33,2016-11,0
33,2016-12,0
33,2017-01,0
33,2017-02,0
33,2017-03,0
33,2017-04,0
33,2017-05,0
33,2017-06,0
33,2017-07,10
33,2017-08,0
33,2017-09,0
33,2017-10,0
33,2017-11,10
33,2017-12,30
33,2018-01,0
33,2018-02,0
33,2018-03,0
33,2018-04,10
33,2018-05,10
33,2018-06,10
33,2018-07,20
33,2018-08,20
33,2018-09,30
33,2018-10,0
33,2018-11,0
33,2018-12,10
33,2019-01,0
33,2019-02,0
33,2019-03,20
33,2019-04,0
33,2019-05,0
33,2019-06,20
33,2019-07,0
33,2019-08,0
33,2019-09,0
33,2019-10,10
34,2010-01,0
34,2010-02,0
34,2010-03,0
34,2010-04,0
34,2010-05,10
34,2010-06,20
34,2010-07,30
34,2010-08,0
34,2010-09,0
34,2010-10,0
34,2010-11,10
34,2010-12,40
34,2011-01,0
34,2011-02,20
34,2011-03,0
34,2011-04,0
34,2011-05,20
34,2011-06,0
34,2011-07,0
34,2011-08,0
34,2011-09,0
34,2011-10,10
34,2011-11,0
34,2011-12,10
34,2012-01,0
34,2012-02,10
34,2012-03,10
34,2012-04,0
34,2012-05,0
34,2012-06,0
34,2012-07,0
34,2012-08,0
34,2012-09,0
34,2012-10,10
34,2012-11,0
34,2012-12,10
34,2013-01,0
34,2013-02,0
34,2013-03,0
34,2013-04,0
34,2013-05,0
34,2013-06,0
34,2013-07,10
34,2013-08,0
34,2013-09,0
34,2013-10,0
34,2013-11,0
34,2013-12,10
34,2014-01,0
34,2014-02,0
34,2014-03,0
34,2014-04,0
34,2014-05,0
34,2014-06,0
34,2014-07,20
34,2014-08,0
34,2014-09,0
34,2014-10,0
34,2014-11,20
34,2014-12,30
34,2015-01,0
34,2015-02,0
34,2015-03,0
34,2015-04,10
34,2015-05,0
34,2015-06,0
34,2015-07,0
34,2015-08,0
34,2015-09,0
34,2015-10,0
34,2015-11,0
34,2015-12,20
34,2016-01,0
34,2016-02,20
34,2016-03,20
34,2016-04,0
34,2016-05,10
34,2016-06,0
34,2016-07,0
34,2016-08,0
34,2016-09,10
34,2016-10,0
34,2016-11,0
34,2016-12,30
34,2017-01,0
34,2017-02,0
34,2017-03,0
34,2017-04,0
34,2017-05,0
34,2017-06,0
34,2017-07,0
34,2017-08,0
34,2017-09,20
34,2017-10,0
34,2017-11,10
34,2017-12,20
34,2018-01,0
34,2018-02,0
34,2018-03,0
34,2018-04,0
34,2018-05,0
34,2018-06,0
34,2018-07,20
34,2018-08,10
34,2018-09,0
34,2018-10,0
34,2018-11,0
34,2018-12,10
34,2019-01,0
34,2019-02,0
34,2019-03,10
34,2019-04,0
34,2019-05,20
34,2019-06,0
34,2019-07,0
34,2019-08,0
34,2019-09,10
34,2019-10,0
35,2010-01,0
35,2010-02,0
35,2010-03,0
35,2010-04,20
35,2010-05,10
35,2010-06,0
35,2010-07,0
35,2010-08,0
35,2010-09,20
35,2010-10,0
35,2010-11,10
35,2010-12,30
35,2011-01,0
35,2011-02,0
35,2011-03,0
35,2011-04,0
35,2011-05,0
35,2011-06,0
35,2011-07,0
35,2011-08,0
35,2011-09,20
35,2011-10,20
35,2011-11,0
35,2011-12,50
35,2012-01,20
35,2012-02,0
35,2012-03,0
35,2012-04,0
35,2012-05,0
35,2012-06,10
35,2012-07,0
35,2012-08,0
35,2012-09,20
35,2012-10,0
35,2012-11,0
35,2012-12,20
35,2013-01,0
35,2013-02,20
35,2013-03,0
35,2013-04,0
35,2013-05,0
35,2013-06,0
35,2013-07,0
35,2013-08,0
35,2013-09,0
35,2013-10,20
35,2013-11,20
35,2013-12,10
35,2014-01,0
35,2014-02,0
35,2014-03,0
35,2014-04,0
35,2014-05,0
35,2014-06,0
35,2014-07,20
35,2014-08,0
35,2014-09,20
35,2014-10,10
35,2014-11,20
35,2014-12,40
35,2015-01,0
35,2015-02,0
35,2015-03,0
35,2015-04,10
35,2015-05,10
35,2015-06,0
35,2015-07,0
35,2015-08,0
35,2015-09,0
35,2015-10,20
35,2015-11,0
35,2015-12,20
35,2016-01,10
35,2016-02,0
35,2016-03,20
35,2016-04,10
35,2016-05,20
35,2016-06,0
35,2016-07,10
35,2016-08,0
35,2016-09,10
35,2016-10,0
35,2016-11,0
35,2016-12,50
35,2017-01,0
35,2017-02,0
35,2017-03,10
35,2017-04,20
35,2017-05,0
35,2017-06,0
35,2017-07,0
35,2017-08,0
35,2017-09,10
35,2017-10,0
35,2017-11,0
35,2017-12,40
35,2018-01,0
35,2018-02,10
35,2018-03,10
35,2018-04,20
35,2018-05,0
35,2018-06,20
35,2018-07,0
35,2018-08,0
35,2018-09,0
35,2018-10,20
35,2018-11,0
35,2018-12,20
35,2019-01,0
35,2019-02,0
35,2019-03,20
35,2019-04,20
35,2019-05,0
35,2019-06,0
35,2019-07,0
35,2019-08,0
35,2019-09,0
35,2019-10,20
36,2010-01,0
36,2010-02,0
36,2010-03,0
36,2010-04,0
36,2010-05,0
36,2010-06,0
36,2010-07,20
36,2010-08,0
36,2010-09,10
36,2010-10,20
36,2010-11,0
36,2010-12,30
36,2011-01,0
36,2011-02,0
36,2011-03,20
36,2011-04,0
36,2011-05,0
36,2011-06,20
36,2011-07,0
36,2011-08,0
36,2011-09,0
36,2011-10,0
36,2011-11,20
36,2011-12,30
36,2012-01,0
36,2012-02,10
36,2012-03,10
36,2012-04,0
36,2012-05,0
36,2012-06,0
36,2012-07,0
36,2012-08,0
36,2012-09,0
36,2012-10,0
36,2012-11,0
36,2012-12,30
36,2013-01,0
36,2013-02,0
36,2013-03,0
36,2013-04,20
36,2013-05,20
36,2013-06,10
36,2013-07,20
36,2013-08,0
36,2013-09,0
36,2013-10,20
36,2013-11,0
36,2013-12,10
36,2014-01,0
36,2014-02,0
36,2014-03,0
36,2014-04,0
36,2014-05,10
36,2014-06,0
36,2014-07,0
36,2014-08,0
36,2014-09,0
36,2014-10,0
36,2014-11,0
36,2014-12,30
36,2015-01,0
36,2015-02,10
36,2015-03,0
36,2015-04,10
36,2015-05,0
36,2015-06,10
36,2015-07,0
36,2015-08,0
36,2015-09,0
36,2015-10,0
36,2015-11,0
36,2015-12,20
36,2016-01,0
36,2016-02,0
36,2016-03,0
36,2016-04,0
36,2016-05,0
36,2016-06,20
36,2016-07,0
36,2016-08,20
36,2016-09,0
36,2016-10,0
36,2016-11,0
36,2016-12,30
36,2017-01,0
36,2017-02,0
36,2017-03,0
36,2017-04,0
36,2017-05,10
36,2017-06,0
36,2017-07,0
36,2017-08,0
36,2017-09,0
36,2017-10,0
36,2017-11,20
36,2017-12,60
36,2018-01,10
36,2018-02,10
36,2018-03,0
36,2018-04,0
36,2018-05,0
36,2018-06,0
36,2018-07,10
36,2018-08,0
36,2018-09,0
36,2018-10,0
36,2018-11,0
36,2018-12,40
36,2019-01,0
36,2019-02,20
36,2019-03,0
36,2019-04,0
36,2019-05,20
36,2019-06,0
36,2019-07,0
36,2019-08,0
36,2019-09,0
36,2019-10,0
37,2010-01,10
37,2010-02,0
37,2010-03,0
37,2010-04,0
37,2010-05,0
37,2010-06,0
37,2010-07,0
37,2010-08,0
37,2010-09,0
37,2010-10,0
37,2010-11,10
37,2010-12,30
37,2011-01,0
37,2011-02,0
37,2011-03,0
37,2011-04,0
37,2011-05,20
37,2011-06,0
37,2011-07,0
37,2011-08,20
37,2011-09,0
37,2011-10,0
37,2011-11,10
37,2011-12,40
37,2012-01,0
37,2012-02,0
37,2012-03,0
37,2012-04,10
37,2012-05,0
37,2012-06,0
37,2012-07,0
37,2012-08,0
37,2012-09,0
37,2012-10,0
37,2012-11,20
37,2012-12,10
37,2013-01,0
37,2013-02,0
37,2013-03,0
37,2013-04,20
37,2013-05,10
37,2013-06,10
37,2013-07,0
37,2013-08,0
37,2013-09,20
37,2013-10,0
37,2013-11,10
37,2013-12,30
37,2014-01,10
37,2014-02,10
37,2014-03,0
37,2014-04,10
37,2014-05,0
37,2014-06,10
37,2014-07,0
37,2014-08,10
37,2014-09,0
37,2014-10,0
37,2014-11,0
37,2014-12,30
37,2015-01,0
37,2015-02,0
37,2015-03,0
37,2015-04,0
37,2015-05,0
37,2015-06,0
37,2015-07,0
37,2015-08,0
37,2015-09,10
37,2015-10,0
37,2015-11,0
37,2015-12,20
37,2016-01,0
37,2016-02,20
37,2016-03,0
37,2016-04,0
37,2016-05,10
37,2016-06,0
37,2016-07,0
37,2016-08,0
37,2016-09,20
37,2016-10,10
37,2016-11,0
37,2016-12,20
37,2017-01,0
37,2017-02,20
37,2017-03,10
37,2017-04,0
37,2017-05,0
37,2017-06,0
37,2017-07,0
37,2017-08,0
37,2017-09,0
37,2017-10,0
37,2017-11,0
37,2017-12,20
37,2018-01,20
37,2018-02,0
37,2018-03,0
37,2018-04,0
37,2018-05,0
37,2018-06,20
37,2018-07,10
37,2018-08,0
37,2018-09,0
37,2018-10,0
37,2018-11,0
37,2018-12,40
37,2019-01,10
37,2019-02,0
37,2019-03,0
37,2019-04,0
37,2019-05,0
37,2019-06,0
37,2019-07,20
37,2019-08,0
37,2019-09,0
37,2019-10,0
38,2010-01,0
38,2010-02,0
38,2010-03,0
38,2010-04,10
38,2010-05,10
38,2010-06,0
38,2010-07,0
38,2010-08,0
38,2010-09,0
38,2010-10,0
38,2010-11,0
38,2010-12,20
38,2011-01,0
38,2011-02,20
38,2011-03,0
38,2011-04,10
38,2011-05,0
38,2011-06,0
38,2011-07,0
38,2011-08,0
38,2011-09,0
38,2011-10,0
38,2011-11,0
38,2011-12,30
38,2012-01,0
38,2012-02,10
38,2012-03,0
38,2012-04,0
38,2012-05,0
38,2012-06,0
38,2012-07,0
38,2012-08,20
38,2012-09,0
38,2012-10,0
38,2012-11,0
38,2012-12,10
38,2013-01,10
38,2013-02,0
38,2013-03,0
38,2013-04,0
38,2013-05,0
38,2013-06,0
38,2013-07,0
38,2013-08,0
38,2013-09,0
38,2013-10,0
38,2013-11,0
38,2013-12,20
38,2014-01,0
38,2014-02,0
38,2014-03,0
38,2014-04,20
38,2014-05,0
38,2014-06,0
38,2014-07,0
38,2014-08,0
38,2014-09,10
38,2014-10,0
38,2014-11,0
38,2014-12,20
38,2015-01,0
38,2015-02,0
38,2015-03,10
38,2015-04,0
38,2015-05,0
38,2015-06,30
38,2015-07,0
38,2015-08,0
38,2015-09,0
38,2015-10,0
38,2015-11,0
38,2015-12,20
38,2016-01,0
38,2016-02,0
38,2016-03,0
38,2016-04,10
38,2016-05,20
38,2016-06,0
38,2016-07,20
38,2016-08,0
38,2016-09,20
38,2016-10,0
38,2016-11,0
38,2016-12,10
38,2017-01,10
38,2017-02,10
38,2017-03,0
38,2017-04,0
38,2017-05,0
38,2017-06,20
38,2017-07,0
38,2017-08,0
38,2017-09,20
38,2017-10,0
38,2017-11,0
38,2017-12,30
38,2018-01,0
38,2018-02,20
38,2018-03,0
38,2018-04,0
38,2018-05,0
38,2018-06,10
38,2018-07,0
38,2018-08,0
38,2018-09,0
38,2018-10,0
38,2018-11,0
38,2018-12,20
38,2019-01,0
38,2019-02,0
38,2019-03,20
38,2019-04,0
38,2019-05,10
38,2019-06,0
38,2019-07,0
38,2019-08,0
38,2019-09,0
38,2019-10,0
39,2010-01,30
39,2010-02,0
39,2010-03,0
39,2010-04,0
39,2010-05,0
39,2010-06,0
39,2010-07,0
39,2010-08,0
39,2010-09,10
39,2010-10,0
39,2010-11,0
39,2010-12,20
39,2011-01,20
39,2011-02,0
39,2011-03,0
39,2011-04,0
39,2011-05,0
39,2011-06,0
39,2011-07,0
39,2011-08,20
39,2011-09,0
39,2011-10,10
39,2011-11,0
39,2011-12,30
39,2012-01,0
39,2012-02,0
39,2012-03,0
39,2012-04,0
39,2012-05,10
39,2012-06,10
39,2012-07,0
39,2012-08,0
39,2012-09,0
39,2012-10,0
39,2012-11,0
39,2012-12,0
39,2013-01,0
39,2013-02,0
39,2013-03,0
39,2013-04,0
39,2013-05,0
39,2013-06,0
39,2013-07,0
39,2013-08,20
39,2013-09,0
39,2013-10,0
39,2013-11,0
39,2013-12,0
39,2014-01,0
39,2014-02,0
39,2014-03,0
39,2014-04,10
39,2014-05,0
39,2014-06,0
39,2014-07,0
39,2014-08,20
39,2014-09,10
39,2014-10,0
39,2014-11,0
39,2014-12,20
39,2015-01,0
39,2015-02,20
39,2015-03,10
39,2015-04,0
39,2015-05,0
39,2015-06,10
39,2015-07,0
39,2015-08,0
39,2015-09,0
39,2015-10,0
39,2015-11,10
39,2015-12,20
39,2016-01,0
39,2016-02,10
39,2016-03,0
39,2016-04,0
39,2016-05,0
39,2016-06,20
39,2016-07,0
39,2016-08,0
39,2016-09,0
39,2016-10,0
39,2016-11,0
39,2016-12,30
39,2017-01,0
39,2017-02,20
39,2017-03,10
39,2017-04,0
39,2017-05,0
39,2017-06,0
39,2017-07,0
39,2017-08,20
39,2017-09,10
39,2017-10,0
39,2017-11,0
39,2017-12,40
39,2018-01,0
39,2018-02,0
39,2018-03,0
39,2018-04,0
39,2018-05,0
39,2018-06,0
39,2018-07,0
39,2018-08,0
39,2018-09,0
39,2018-10,10
39,2018-11,0
39,2018-12,20
39,2019-01,0
39,2019-02,0
39,2019-03,0
39,2019-04,0
39,2019-05,0
39,2019-06,0
39,2019-07,10
39,2019-08,0
39,2019-09,20
39,2019-10,0
40,2010-08,0
40,2010-09,0
40,2010-10,0
40,2010-11,10
40,2010-12,20
40,2011-01,10
40,2011-02,20
40,2011-03,0
40,2011-04,0
40,2011-05,20
40,2011-06,0
40,2011-07,0
40,2011-08,0
40,2011-09,0
40,2011-10,0
40,2011-11,0
40,2011-12,40
40,2012-01,20
40,2012-02,0
40,2012-03,0
40,2012-04,0
40,2012-05,0
40,2012-06,20
40,2012-07,0
40,2012-08,0
40,2012-09,0
40,2012-10,0
40,2012-11,0
40,2012-12,20
40,2013-01,0
40,2013-02,0
40,2013-03,0
40,2013-04,0
40,2013-05,0
40,2013-06,10
40,2013-07,0
40,2013-08,20
40,2013-09,10
40,2013-10,0
40,2013-11,0
40,2013-12,40
40,2014-01,0
40,2014-02,20
40,2014-03,0
40,2014-04,0
40,2014-05,0
40,2014-06,0
40,2014-07,0
40,2014-08,0
40,2014-09,0
40,2014-10,0
40,2014-11,0
40,2014-12,40
40,2015-01,0
40,2015-02,10
40,2015-03,0
40,2015-04,0
40,2015-05,20
